               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  77,            0.027158,           0.0060981,                   0,             0.92562,             0.93197,              0.9408,             0.50093,            0.033992,           0.0046529,                   0,           0.0022196,           0.0022196,           0.0022196
                  78,            0.026619,           0.0063091,                   0,             0.89127,             0.89796,             0.91502,             0.48552,             0.03407,           0.0047571,                   0,           0.0021245,           0.0021245,           0.0021245
                  79,            0.027145,           0.0063428,                   0,              0.9144,             0.94558,              0.9291,             0.49668,            0.033302,           0.0046645,                   0,           0.0020327,           0.0020327,           0.0020327
                  80,            0.027645,           0.0063237,                   0,             0.91819,             0.91837,             0.92421,             0.49215,            0.034281,           0.0046972,                   0,           0.0019443,           0.0019443,           0.0019443
                  81,            0.026999,           0.0065085,                   0,             0.92843,             0.88435,              0.9284,             0.49958,            0.034138,              0.0047,                   0,           0.0018594,           0.0018594,           0.0018594
                  82,            0.027752,            0.006075,                   0,             0.90278,             0.88433,             0.91739,             0.52101,            0.033078,           0.0046994,                   0,           0.0017781,           0.0017781,           0.0017781
                  83,            0.026265,           0.0062729,                   0,             0.89726,             0.89111,             0.91635,             0.50778,            0.033388,           0.0047549,                   0,           0.0017005,           0.0017005,           0.0017005
                  84,            0.027541,           0.0065817,                   0,             0.91155,             0.91143,             0.93043,             0.52247,            0.032653,           0.0046356,                   0,           0.0016267,           0.0016267,           0.0016267
                  85,            0.026602,           0.0064413,                   0,             0.91034,             0.89795,             0.92681,              0.5202,            0.033204,           0.0046637,                   0,           0.0015566,           0.0015566,           0.0015566
                  86,             0.02564,           0.0057242,                   0,             0.84707,             0.90476,             0.90588,             0.49647,             0.03413,           0.0047029,                   0,           0.0014905,           0.0014905,           0.0014905
                  87,             0.02671,           0.0062435,                   0,             0.88219,             0.91837,             0.91739,             0.50449,            0.033143,           0.0046408,                   0,           0.0014283,           0.0014283,           0.0014283
                  88,            0.025762,           0.0057248,                   0,             0.91836,             0.91828,             0.92606,             0.50208,             0.03323,           0.0046811,                   0,           0.0013701,           0.0013701,           0.0013701
                  89,            0.026478,           0.0062314,                   0,             0.90411,             0.89796,             0.91043,             0.52004,            0.032767,           0.0046943,                   0,            0.001316,            0.001316,            0.001316
                  90,             0.02568,           0.0062849,                   0,                 0.9,             0.91836,             0.90508,             0.51603,             0.03277,           0.0046791,                   0,            0.001266,            0.001266,            0.001266
                  91,            0.025933,           0.0063481,                   0,             0.90598,             0.91837,             0.90977,             0.50657,            0.032773,           0.0046446,                   0,           0.0012202,           0.0012202,           0.0012202
                  92,            0.025058,           0.0058137,                   0,             0.91879,             0.92517,             0.92089,             0.51304,            0.032878,           0.0046106,                   0,           0.0011787,           0.0011787,           0.0011787
                  93,            0.024585,           0.0059087,                   0,             0.90659,             0.92517,             0.91833,             0.50933,            0.032707,           0.0045852,                   0,           0.0011414,           0.0011414,           0.0011414
                  94,            0.025465,           0.0060222,                   0,             0.91215,             0.91837,             0.91118,              0.5138,            0.032688,           0.0045764,                   0,           0.0011084,           0.0011084,           0.0011084
                  95,            0.025905,            0.006078,                   0,             0.90476,             0.90475,             0.90484,             0.51671,            0.032565,           0.0046165,                   0,           0.0010797,           0.0010797,           0.0010797
                  96,            0.025061,           0.0059421,                   0,             0.92514,             0.92517,             0.91047,             0.51246,            0.032577,           0.0045942,                   0,           0.0010554,           0.0010554,           0.0010554
                  97,            0.025252,           0.0062853,                   0,             0.91212,             0.91837,              0.9099,              0.5289,            0.032495,           0.0045718,                   0,           0.0010355,           0.0010355,           0.0010355
                  98,            0.025401,           0.0061307,                   0,             0.91892,             0.92514,             0.92352,             0.53243,            0.032557,           0.0045685,                   0,             0.00102,             0.00102,             0.00102
                  99,            0.025106,           0.0061737,                   0,             0.89863,             0.90476,             0.91752,             0.51921,            0.032466,           0.0045987,                   0,           0.0010089,           0.0010089,           0.0010089
